obs_id,gw_id,side,role,conflict_id,year
11347-2015,325,A,secondary,11347,2015
11347-2015,437,A,secondary,11347,2015
11347-2015,663,A,secondary,11347,2015
11347-2015,501,A,secondary,11347,2015
11347-2015,367,A,secondary,11347,2015
11347-2015,450,A,secondary,11347,2015
11347-2015,580,A,secondary,11347,2015
11347-2015,435,A,secondary,11347,2015
11347-2015,790,A,secondary,11347,2015
11347-2015,210,A,secondary,11347,2015
11347-2015,436,A,secondary,11347,2015
11347-2015,475,A,secondary,11347,2015
11347-2015,385,A,secondary,11347,2015
11347-2015,235,A,secondary,11347,2015
11347-2015,360,A,secondary,11347,2015
11347-2015,517,A,secondary,11347,2015
11347-2015,433,A,secondary,11347,2015
11347-2015,451,A,secondary,11347,2015
11347-2015,380,A,secondary,11347,2015
11347-2015,225,A,secondary,11347,2015
11347-2015,461,A,secondary,11347,2015
11347-2015,616,A,secondary,11347,2015
11347-2015,640,A,secondary,11347,2015
11347-2015,200,A,secondary,11347,2015
11347-2015,2,A,secondary,11347,2015
11347-2015,678,A,secondary,11347,2015
11347-2016,432,A,primary,11347,2016
11347-2016,371,A,secondary,11347,2016
11347-2016,305,A,secondary,11347,2016
11347-2016,771,A,secondary,11347,2016
11347-2016,211,A,secondary,11347,2016
11347-2016,434,A,secondary,11347,2016
11347-2016,760,A,secondary,11347,2016
11347-2016,439,A,secondary,11347,2016
11347-2016,516,A,secondary,11347,2016
11347-2016,811,A,secondary,11347,2016
11347-2016,471,A,secondary,11347,2016
11347-2016,483,A,secondary,11347,2016
11347-2016,710,A,secondary,11347,2016
11347-2016,484,A,secondary,11347,2016
11347-2016,316,A,secondary,11347,2016
11347-2016,390,A,secondary,11347,2016
11347-2016,651,A,secondary,11347,2016
11347-2016,92,A,secondary,11347,2016
11347-2016,366,A,secondary,11347,2016
11347-2016,530,A,secondary,11347,2016
11347-2016,375,A,secondary,11347,2016
11347-2016,220,A,secondary,11347,2016
11347-2016,420,A,secondary,11347,2016
11347-2016,260,A,secondary,11347,2016
11347-2016,452,A,secondary,11347,2016
11347-2016,438,A,secondary,11347,2016
11347-2016,404,A,secondary,11347,2016
11347-2016,310,A,secondary,11347,2016
11347-2016,850,A,secondary,11347,2016
11347-2016,325,A,secondary,11347,2016
11347-2016,437,A,secondary,11347,2016
11347-2016,663,A,secondary,11347,2016
11347-2016,501,A,secondary,11347,2016
11347-2016,450,A,secondary,11347,2016
11347-2016,368,A,secondary,11347,2016
11347-2016,580,A,secondary,11347,2016
11347-2016,435,A,secondary,11347,2016
11347-2016,790,A,secondary,11347,2016
11347-2016,210,A,secondary,11347,2016
11347-2016,436,A,secondary,11347,2016
11347-2016,475,A,secondary,11347,2016
11347-2016,385,A,secondary,11347,2016
11347-2016,235,A,secondary,11347,2016
11347-2016,360,A,secondary,11347,2016
11347-2016,433,A,secondary,11347,2016
11347-2016,451,A,secondary,11347,2016
11347-2016,380,A,secondary,11347,2016
11347-2016,225,A,secondary,11347,2016
11347-2016,461,A,secondary,11347,2016
11347-2016,616,A,secondary,11347,2016
11347-2016,640,A,secondary,11347,2016
11347-2016,200,A,secondary,11347,2016
11347-2016,2,A,secondary,11347,2016
11347-2016,678,A,secondary,11347,2016
11347-2017,432,A,primary,11347,2017
11347-2017,371,A,secondary,11347,2017
11347-2017,305,A,secondary,11347,2017
11347-2017,771,A,secondary,11347,2017
11347-2017,211,A,secondary,11347,2017
11347-2017,434,A,secondary,11347,2017
11347-2017,760,A,secondary,11347,2017
11347-2017,346,A,secondary,11347,2017
11347-2017,439,A,secondary,11347,2017
11347-2017,516,A,secondary,11347,2017
11347-2017,811,A,secondary,11347,2017
11347-2017,471,A,secondary,11347,2017
11347-2017,483,A,secondary,11347,2017
11347-2017,710,A,secondary,11347,2017
11347-2017,316,A,secondary,11347,2017
11347-2017,390,A,secondary,11347,2017
11347-2017,651,A,secondary,11347,2017
11347-2017,92,A,secondary,11347,2017
11347-2017,366,A,secondary,11347,2017
11347-2017,530,A,secondary,11347,2017
11347-2017,375,A,secondary,11347,2017
11347-2017,220,A,secondary,11347,2017
11347-2017,420,A,secondary,11347,2017
11347-2017,260,A,secondary,11347,2017
11347-2017,452,A,secondary,11347,2017
11347-2017,438,A,secondary,11347,2017
11347-2017,404,A,secondary,11347,2017
11347-2017,310,A,secondary,11347,2017
11347-2017,850,A,secondary,11347,2017
11347-2017,325,A,secondary,11347,2017
11347-2017,437,A,secondary,11347,2017
11347-2017,663,A,secondary,11347,2017
11347-2017,501,A,secondary,11347,2017
11347-2017,367,A,secondary,11347,2017
11347-2017,450,A,secondary,11347,2017
11347-2017,368,A,secondary,11347,2017
11347-2017,435,A,secondary,11347,2017
11347-2017,790,A,secondary,11347,2017
11347-2017,210,A,secondary,11347,2017
11347-2017,436,A,secondary,11347,2017
11347-2017,475,A,secondary,11347,2017
11347-2017,385,A,secondary,11347,2017
11347-2017,235,A,secondary,11347,2017
11347-2017,360,A,secondary,11347,2017
11347-2017,433,A,secondary,11347,2017
11347-2017,451,A,secondary,11347,2017
11347-2017,780,A,secondary,11347,2017
11347-2017,380,A,secondary,11347,2017
11347-2017,225,A,secondary,11347,2017
11347-2017,461,A,secondary,11347,2017
11347-2017,616,A,secondary,11347,2017
11347-2017,200,A,secondary,11347,2017
11347-2017,2,A,secondary,11347,2017
11347-2017,678,A,secondary,11347,2017
11347-2018,432,A,primary,11347,2018
11347-2018,371,A,secondary,11347,2018
11347-2018,305,A,secondary,11347,2018
11347-2018,771,A,secondary,11347,2018
11347-2018,211,A,secondary,11347,2018
11347-2018,434,A,secondary,11347,2018
11347-2018,760,A,secondary,11347,2018
11347-2018,346,A,secondary,11347,2018
11347-2018,439,A,secondary,11347,2018
11347-2018,516,A,secondary,11347,2018
11347-2018,811,A,secondary,11347,2018
11347-2018,471,A,secondary,11347,2018
11347-2018,20,A,secondary,11347,2018
11347-2018,483,A,secondary,11347,2018
11347-2018,710,A,secondary,11347,2018
11347-2018,316,A,secondary,11347,2018
11347-2018,390,A,secondary,11347,2018
11347-2018,651,A,secondary,11347,2018
11347-2018,92,A,secondary,11347,2018
11347-2018,366,A,secondary,11347,2018
11347-2018,530,A,secondary,11347,2018
11347-2018,375,A,secondary,11347,2018
11347-2018,220,A,secondary,11347,2018
11347-2018,420,A,secondary,11347,2018
11347-2018,260,A,secondary,11347,2018
11347-2018,452,A,secondary,11347,2018
11347-2018,90,A,secondary,11347,2018
11347-2018,438,A,secondary,11347,2018
11347-2018,310,A,secondary,11347,2018
11347-2018,850,A,secondary,11347,2018
11347-2018,325,A,secondary,11347,2018
11347-2018,437,A,secondary,11347,2018
11347-2018,663,A,secondary,11347,2018
11347-2018,501,A,secondary,11347,2018
11347-2018,367,A,secondary,11347,2018
11347-2018,450,A,secondary,11347,2018
11347-2018,368,A,secondary,11347,2018
11347-2018,580,A,secondary,11347,2018
11347-2018,435,A,secondary,11347,2018
11347-2018,70,A,secondary,11347,2018
11347-2018,790,A,secondary,11347,2018
11347-2018,210,A,secondary,11347,2018
11347-2018,920,A,secondary,11347,2018
11347-2018,436,A,secondary,11347,2018
11347-2018,475,A,secondary,11347,2018
11347-2018,385,A,secondary,11347,2018
11347-2018,770,A,secondary,11347,2018
11347-2018,235,A,secondary,11347,2018
11347-2018,360,A,secondary,11347,2018
11347-2018,433,A,secondary,11347,2018
11347-2018,451,A,secondary,11347,2018
11347-2018,230,A,secondary,11347,2018
11347-2018,780,A,secondary,11347,2018
11347-2018,380,A,secondary,11347,2018
11347-2018,225,A,secondary,11347,2018
11347-2018,461,A,secondary,11347,2018
11347-2018,616,A,secondary,11347,2018
11347-2018,640,A,secondary,11347,2018
11347-2018,200,A,secondary,11347,2018
11347-2018,2,A,secondary,11347,2018
11348-2012,626,A,primary,11348,2012
11348-2012,625,B,primary,11348,2012
11349-2008,710,A,primary,11349,2008
11350-2005,771,A,primary,11350,2005
11350-2006,771,A,primary,11350,2006
11447-1991,530,A,primary,11447,1991
11475-1991,775,A,primary,11475,1991
11475-1995,775,A,primary,11475,1995
11475-2000,775,A,primary,11475,2000
11475-2001,775,A,primary,11475,2001
11475-2005,775,A,primary,11475,2005
11475-2006,775,A,primary,11475,2006
11475-2007,775,A,primary,11475,2007
11487-2013,820,A,primary,11487,2013
11884-1947,751,A,primary,11884,1947
11884-1948,751,A,primary,11884,1948
13042-2012,652,A,primary,13042,2012
13042-2013,652,A,primary,13042,2013
13042-2015,652,A,primary,13042,2015
13219-2014,369,A,primary,13219,2014
13246-2014,369,A,primary,13246,2014
13246-2014,365,B,secondary,13246,2014
13247-2014,369,A,primary,13247,2014
13247-2014,365,B,secondary,13247,2014
13306-2014,369,A,primary,13306,2014
13306-2014,365,B,secondary,13306,2014
13306-2015,369,A,primary,13306,2015
13306-2015,365,B,secondary,13306,2015
13306-2016,369,A,primary,13306,2016
13306-2016,365,B,secondary,13306,2016
13306-2017,369,A,primary,13306,2017
13306-2017,365,B,secondary,13306,2017
13306-2018,369,A,primary,13306,2018
13306-2018,365,B,secondary,13306,2018
13588-2015,365,A,primary,13588,2015
13588-2016,365,A,primary,13588,2016
13588-2017,365,A,primary,13588,2017
13588-2018,365,A,primary,13588,2018
13604-2013,652,A,primary,13604,2013
13604-2014,652,A,primary,13604,2014
13604-2015,652,A,primary,13604,2015
13604-2015,630,A,secondary,13604,2015
13604-2015,365,A,secondary,13604,2015
13604-2016,652,A,primary,13604,2016
13604-2016,630,A,secondary,13604,2016
13604-2016,365,A,secondary,13604,2016
13604-2017,652,A,primary,13604,2017
13604-2017,630,A,secondary,13604,2017
13604-2017,365,A,secondary,13604,2017
13604-2018,652,A,primary,13604,2018
13604-2018,630,A,secondary,13604,2018
13604-2018,365,A,secondary,13604,2018
13611-2015,432,A,primary,13611,2015
13637-2015,700,A,primary,13637,2015
13637-2015,770,A,secondary,13637,2015
13637-2015,2,A,secondary,13637,2015
13637-2016,700,A,primary,13637,2016
13637-2016,770,A,secondary,13637,2016
13637-2016,2,A,secondary,13637,2016
13637-2017,700,A,primary,13637,2017
13637-2017,2,A,secondary,13637,2017
13637-2018,700,A,primary,13637,2018
13637-2018,2,A,secondary,13637,2018
13638-2015,471,A,primary,13638,2015
13638-2015,483,A,secondary,13638,2015
13638-2016,471,A,primary,13638,2016
13639-2015,436,A,primary,13639,2015
13639-2015,483,A,secondary,13639,2015
13639-2016,436,A,primary,13639,2016
13639-2016,483,A,secondary,13639,2016
13639-2016,475,A,secondary,13639,2016
13639-2017,436,A,primary,13639,2017
13639-2017,483,A,secondary,13639,2017
13639-2017,2,A,secondary,13639,2017
13639-2018,436,A,primary,13639,2018
13639-2018,220,A,secondary,13639,2018
13640-2015,483,A,primary,13640,2015
13640-2017,483,A,primary,13640,2017
13640-2018,483,A,primary,13640,2018
13641-2015,475,A,primary,13641,2015
13641-2015,471,A,secondary,13641,2015
13641-2015,483,A,secondary,13641,2015
13641-2015,436,A,secondary,13641,2015
13641-2016,475,A,primary,13641,2016
13641-2016,471,A,secondary,13641,2016
13641-2016,483,A,secondary,13641,2016
13641-2016,436,A,secondary,13641,2016
13641-2017,475,A,primary,13641,2017
13641-2017,483,A,secondary,13641,2017
13641-2018,475,A,primary,13641,2018
13641-2018,471,A,secondary,13641,2018
13641-2018,483,A,secondary,13641,2018
13641-2018,436,A,secondary,13641,2018
13645-2015,678,A,primary,13645,2015
13646-2015,501,A,primary,13646,2015
13646-2016,501,A,primary,13646,2016
13646-2017,501,A,primary,13646,2017
13646-2018,501,A,primary,13646,2018
13648-2015,651,A,primary,13648,2015
13648-2016,651,A,primary,13648,2016
13648-2017,651,A,primary,13648,2017
13648-2018,651,A,primary,13648,2018
13653-2015,750,A,primary,13653,2015
13653-2016,750,A,primary,13653,2016
13653-2017,750,A,primary,13653,2017
13653-2018,750,A,primary,13653,2018
13674-2016,771,A,primary,13674,2016
13674-2017,771,A,primary,13674,2017
13675-2014,660,A,primary,13675,2014
13675-2015,660,A,primary,13675,2015
13675-2017,660,A,primary,13675,2017
13692-2001,700,A,primary,13692,2001
13692-2001,2,B,primary,13692,2001
13692-2001,200,B,primary,13692,2001
13694-2015,620,A,primary,13694,2015
13694-2016,620,A,primary,13694,2016
13694-2016,2,A,secondary,13694,2016
13694-2017,620,A,primary,13694,2017
13694-2017,2,A,secondary,13694,2017
13694-2018,620,A,primary,13694,2018
13694-2018,2,A,secondary,13694,2018
13721-2015,615,A,primary,13721,2015
13809-2016,652,A,primary,13809,2016
13809-2018,652,A,primary,13809,2018
13886-2016,663,A,primary,13886,2016
13902-2015,640,A,primary,13902,2015
13902-2016,640,A,primary,13902,2016
13902-2017,640,A,primary,13902,2017
13936-2016,770,A,primary,13936,2016
13936-2017,770,A,primary,13936,2017
13936-2018,770,A,primary,13936,2018
14074-2018,520,A,primary,14074,2018
14113-2017,432,A,primary,14113,2017
14113-2017,371,A,secondary,14113,2017
14113-2017,305,A,secondary,14113,2017
14113-2017,771,A,secondary,14113,2017
14113-2017,211,A,secondary,14113,2017
14113-2017,434,A,secondary,14113,2017
14113-2017,760,A,secondary,14113,2017
14113-2017,346,A,secondary,14113,2017
14113-2017,439,A,secondary,14113,2017
14113-2017,516,A,secondary,14113,2017
14113-2017,811,A,secondary,14113,2017
14113-2017,471,A,secondary,14113,2017
14113-2017,483,A,secondary,14113,2017
14113-2017,710,A,secondary,14113,2017
14113-2017,316,A,secondary,14113,2017
14113-2017,390,A,secondary,14113,2017
14113-2017,651,A,secondary,14113,2017
14113-2017,92,A,secondary,14113,2017
14113-2017,366,A,secondary,14113,2017
14113-2017,530,A,secondary,14113,2017
14113-2017,375,A,secondary,14113,2017
14113-2017,220,A,secondary,14113,2017
14113-2017,420,A,secondary,14113,2017
14113-2017,260,A,secondary,14113,2017
14113-2017,452,A,secondary,14113,2017
14113-2017,438,A,secondary,14113,2017
14113-2017,404,A,secondary,14113,2017
14113-2017,310,A,secondary,14113,2017
14113-2017,850,A,secondary,14113,2017
14113-2017,325,A,secondary,14113,2017
14113-2017,437,A,secondary,14113,2017
14113-2017,663,A,secondary,14113,2017
14113-2017,501,A,secondary,14113,2017
14113-2017,367,A,secondary,14113,2017
14113-2017,450,A,secondary,14113,2017
14113-2017,368,A,secondary,14113,2017
14113-2017,435,A,secondary,14113,2017
14113-2017,790,A,secondary,14113,2017
14113-2017,210,A,secondary,14113,2017
14113-2017,436,A,secondary,14113,2017
14113-2017,475,A,secondary,14113,2017
14113-2017,385,A,secondary,14113,2017
14113-2017,235,A,secondary,14113,2017
14113-2017,360,A,secondary,14113,2017
14113-2017,433,A,secondary,14113,2017
14113-2017,451,A,secondary,14113,2017
14113-2017,780,A,secondary,14113,2017
14113-2017,380,A,secondary,14113,2017
14113-2017,225,A,secondary,14113,2017
14113-2017,461,A,secondary,14113,2017
14113-2017,616,A,secondary,14113,2017
14113-2017,200,A,secondary,14113,2017
14113-2017,2,A,secondary,14113,2017
14113-2017,678,A,secondary,14113,2017
14113-2018,432,A,primary,14113,2018
14113-2018,371,A,secondary,14113,2018
14113-2018,305,A,secondary,14113,2018
14113-2018,771,A,secondary,14113,2018
14113-2018,211,A,secondary,14113,2018
14113-2018,434,A,secondary,14113,2018
14113-2018,760,A,secondary,14113,2018
14113-2018,346,A,secondary,14113,2018
14113-2018,439,A,secondary,14113,2018
14113-2018,516,A,secondary,14113,2018
14113-2018,811,A,secondary,14113,2018
14113-2018,471,A,secondary,14113,2018
14113-2018,20,A,secondary,14113,2018
14113-2018,483,A,secondary,14113,2018
14113-2018,710,A,secondary,14113,2018
14113-2018,316,A,secondary,14113,2018
14113-2018,390,A,secondary,14113,2018
14113-2018,651,A,secondary,14113,2018
14113-2018,92,A,secondary,14113,2018
14113-2018,366,A,secondary,14113,2018
14113-2018,530,A,secondary,14113,2018
14113-2018,375,A,secondary,14113,2018
14113-2018,220,A,secondary,14113,2018
14113-2018,420,A,secondary,14113,2018
14113-2018,260,A,secondary,14113,2018
14113-2018,452,A,secondary,14113,2018
14113-2018,90,A,secondary,14113,2018
14113-2018,438,A,secondary,14113,2018
14113-2018,310,A,secondary,14113,2018
14113-2018,850,A,secondary,14113,2018
14113-2018,325,A,secondary,14113,2018
14113-2018,437,A,secondary,14113,2018
14113-2018,663,A,secondary,14113,2018
14113-2018,501,A,secondary,14113,2018
14113-2018,367,A,secondary,14113,2018
14113-2018,450,A,secondary,14113,2018
14113-2018,368,A,secondary,14113,2018
14113-2018,580,A,secondary,14113,2018
14113-2018,435,A,secondary,14113,2018
14113-2018,70,A,secondary,14113,2018
14113-2018,790,A,secondary,14113,2018
14113-2018,210,A,secondary,14113,2018
14113-2018,920,A,secondary,14113,2018
14113-2018,436,A,secondary,14113,2018
14113-2018,475,A,secondary,14113,2018
14113-2018,385,A,secondary,14113,2018
14113-2018,770,A,secondary,14113,2018
14113-2018,235,A,secondary,14113,2018
14113-2018,360,A,secondary,14113,2018
14113-2018,433,A,secondary,14113,2018
14113-2018,451,A,secondary,14113,2018
14113-2018,230,A,secondary,14113,2018
14113-2018,780,A,secondary,14113,2018
14113-2018,380,A,secondary,14113,2018
14113-2018,225,A,secondary,14113,2018
14113-2018,461,A,secondary,14113,2018
14113-2018,616,A,secondary,14113,2018
14113-2018,640,A,secondary,14113,2018
14113-2018,200,A,secondary,14113,2018
14113-2018,2,A,secondary,14113,2018
14129-2017,471,A,primary,14129,2017
14129-2018,471,A,primary,14129,2018
14268-2017,630,A,primary,14268,2017
14275-2016,840,A,primary,14275,2016
14275-2017,840,A,primary,14275,2017
14275-2018,840,A,primary,14275,2018
14333-2016,616,A,primary,14333,2016
14609-2018,630,A,primary,14609,2018
14609-2018,666,B,primary,14609,2018
